Name,ProductGroup,SKU,Barcode,MeasurementUnit,Cost,Markup,Price,Tax,IsTaxInclusivePrice,IsPriceChangeAllowed,IsUsingDefaultQuantity,IsService,IsEnabled,Description,Quantity
Sofia,Rice,TY00809,,,0,0,72,,1,0,1,0,1,,0
CHANEL BROKEN 45KG,Rice,TY00815,,45KG,490,4.0816,510,,1,0,1,0,1,,0
AABA VEGETABLE OIL BOX 0.9L,Oil,TY00818,,LTR,240,16.6667,280,,1,0,1,0,0,,0
La vonce 210g Box,Tomato Paste,TY00819,,,130,10.7692,144,,1,0,1,0,0,,0
MOMS RECIPE 50KG,Rice,TY00820,,,490,0,0,,1,0,1,0,1,,0
Delicious Rice 22.5Kg,Rice,TY00777,,Kg,320,4.6875,335,,1,0,1,0,1,,-2
Lucky Horse Rice 50kg,Rice,TY00778,,Kg,520,3.8462,540,,1,0,1,0,1,,0
CANADA DRUMSTICK 10KG,Meat\Fish,TY00817,,,270,7.4074,290,,1,0,1,0,1,,0
COPACO GIZZARD,Meat\Fish,TY00816,,,0,0,30,,1,0,1,0,1,,0
Rivelli Gizzard Box,Meat\Fish,TY00831,,,0,0,0,,1,0,1,0,1,,0
Rivelli Gizzard,Meat\Fish,TY00830,,,0,0,30,,1,0,1,0,1,,0
Habiba 50kg,Rice,TY00780,,,490,4.0816,510,,1,0,1,1,1,,0
makkah,Rice,TY00792,,,0,0,630,,1,0,1,0,1,,-2
Egye Awaree 500g Large,Spices,TY00779,,500g,0,0,25,,1,0,1,0,1,,0
Gino  tomato paste,Tomato Paste,TY00847,,,0,0,226,,1,0,1,1,1,,0
Delicio's 1kg,Rice,TY00858,,,0,0,15,,1,0,1,0,1,,0
Makkah 22.5g Rice,Rice,TY00656,,kg,0,0,335,,1,0,1,0,1,,-2
C -Vale Broiler Box,Meat\Fish,TY00782,,,0,0,270,,1,0,1,0,1,,-2
salmon 12.5kg,Meat\Fish,TY00869,,,0,0,462.5,,1,0,1,0,1,,0
Sara oil 25l,Oil,TY00880,,litre,470,3.1915,485,,1,0,1,0,1,,0
Delicious rice 5x5,Rice,TY00881,,kg,320,4.6875,335,,1,0,1,0,1,,0
Delicious 5kg,Rice,TY00882,,kg,64,4.6875,67,,1,0,1,0,1,,0
Rambo Sardine,Sardine,TY00883,8994420199401,gr,5.7,14.0351,6.5,,1,0,1,0,1,,-7
Proor oil 1litre,Oil,TY00781,,litre,0,0,0,,1,0,1,0,1,,0
Pyoor 900ml oil,Oil,TY00783,,ml,22,13.6364,25,,1,0,1,0,1,,0
St. Louis Local Rice,Rice,TY00833,,pcs,0,0,70,,1,0,1,0,1,,-3
Pork Face/Mask Box,Rice,TY00832,,pcs,0,0,350,,1,0,1,0,1,,0
St. Louis Local 5x5,Rice,TY00834,,pcs,0,0,350,,1,0,1,0,1,,0
BRISK FARM 56G,Tomato Paste,TY00784,8410300361510,,0,0,1.8,,1,0,1,0,1,,-13
UNOLI 1LITRE SUNFLOWER,Oil,TY00785,,,0,0,50,,1,0,1,0,1,,0
Hondi 210gm,Tomato Paste,TY00786,6971006991187,,0,0,6,,1,0,1,0,1,,-4
tasty tom 210 can,Tomato Paste,TY00787,,,0,0,166,,1,0,1,0,1,,0
Cheval fort nigeria rice 50kg,Rice,TY00788,,kg,0,0,490,,1,0,1,0,1,,0
Cassava fish 20kg,Meat\Fish,TY00789,,kg,0,0,880,,1,0,1,0,1,,0
Cassava fish 10kg,Meat\Fish,TY00790,,kg,0,0,440,,1,0,1,0,1,,0
AMI 25L OIL,Oil,TY00791,,L,0,0,490,,1,0,1,0,1,,-1
GINO BAKED BEANS,Tuna Flakes\Chunks,TY00793,4897052890002,,0,0,15,,1,0,1,0,1,,-4
aaba rice 5kg,Rice,TY00794,,,0,0,110,,1,0,1,0,1,,0
Coca Cola 1.5L Pack,Beverages,TY00835,,Liter,0,0,118,,1,0,1,0,1,,0
Fanta Orange 1.5L Pack,Beverages,TY00836,,Liter,0,0,118,,1,0,1,0,1,,0
Sprite 1.5L Pack,Beverages,TY00837,,Liter,0,0,118,,1,0,1,0,1,,0
SALMON LOCAL 15KG,Meat\Fish,TY00795,,KG,0,0,405,,1,0,1,0,1,,0
TASTY TOM TIN 400G,Tomato Paste,TY00796,6925157900529,,0,0,250,,1,0,1,0,1,,0
TASTY TOM TIN 210,Tomato Paste,TY00797,,,0,0,166,,1,0,1,0,1,,0
Lele Corned Beef198gr,Sardine,TY00798,7896860540281,,0,0,23,,1,0,1,0,1,,-1
Lele Tuna Flakes,Tuna Flakes\Chunks,TY00799,,gr,0,0,12,,1,0,1,0,1,,0
UNOLI SOYA BEAN OIL {12\1L} BOX,Oil,TY00844,,,465,5.3763,490,,1,0,1,0,1,,0
ROYAL SUNFLOWER OIL {20\1LTR},Oil,TY00845,,,560,3.5714,580,,1,0,1,0,1,,0
ROYAL SUNFLOWER OIL {4\5LTR},Oil,TY00846,,,560,3.5714,580,,1,0,1,0,1,,0
AABA OIL {12\0.9LTR} BOX,Oil,TY00848,,,0,0,300,,1,0,1,0,1,,0
PYOOR OIL 12\0.9LTR BOX,Oil,TY00849,,,0,0,280,,1,0,1,0,1,,0
Enapa Mackerel 155g Box,Mackerel,TY00850,,,0,0,350,,1,0,1,0,1,,0
titus box,Sardine,TY00851,,,0,0,450,,1,0,1,0,1,,0
Delicious 45kg,Rice,TY00852,,,610,3.2787,630,,1,0,1,0,1,,0
cindy 10kg,Rice,TY00853,,,0,0,148,,1,0,1,0,1,,0
Ginny Mayo 1000ml,Rice,TY00854,5412723502498,,50,6,53,,1,0,1,0,1,,-2
Magic Spag,Spaghetti,TY00857,793420641129,,7,14.2857,8,,1,0,1,0,1,,-1
Pretty Lady 900g,Rice,TY00855,,,0,0,15,,1,0,1,0,1,,0
Uncle Sam 5x5 kg,Rice,TY00856,,kg,495,4.0404,515,,1,0,1,0,1,,0
Uncle Sam 5kg,Rice,TY00859,,kg,99,4.0404,103,,1,0,1,0,1,,0
kivo pepper 45g,Spices,TY00860,786411642021,,3,16.6667,3.5,,1,0,1,0,1,,-25
Potatoes Chips box,Rice,TY00861,,,0,0,320,,1,0,1,0,1,,0
Enapa Mackerel 435g Box,Mackerel,TY00863,,,0,0,382,,1,0,1,0,1,,0
K75 Sliver 5x4kg,Meat\Fish,TY00862,,,0,0,315,,1,0,1,0,1,,0
k75 Sliver 4kg,Rice,TY00864,,,0,0,63,,1,0,1,0,1,,-2
Tripe box,Meat\Fish,TY00867,,,0,0,290,,1,0,1,0,1,,0
Salmon foreign,Meat\Fish,TY00865,,,0,0,42,,1,0,1,0,1,,0
Leemax Tomatoes 2.2,Tomato Paste,TY00866,,,0,0,222,,1,0,1,0,1,,0
ENAPA SARDINE,Sardine,TY00868,,,0,0,400,,1,0,1,0,1,,0
Leemax Tomato Mix,Tomato Paste,TY00838,6036000177408,Kg,0,0,38,,1,0,1,0,1,,-3
Riz Mann Rice 50kg,Rice,TY00839,,Kg,0,0,510,,1,0,1,0,1,,-1
Coca Cola 1.0Ltr,Beverages,TY00840,,pcs,0,0,14,,1,0,1,0,1,,-4
Fanta Orange 1.0L,Beverages,TY00841,,pcs,0,0,14,,1,0,1,0,1,,0
Sprite Zero 1.0L,Beverages,TY00842,,pcs,0,0,14,,1,0,1,0,1,,0
salmon foreign 25+ extra,Meat\Fish,TY00870,,,0,0,40,,1,0,1,0,1,,-1
"frytol 4,5 box",Oil,TY00871,,,0,0,425,,1,0,1,0,1,,0
VIMTO Pet 330ml,Beverages,TY00843,5010438006425,330ml,0,0,5,,1,0,1,0,1,,-2
Nana chicken burger,Meat\Fish,TY00872,,,0,0,60,,1,0,1,0,1,,0
rambo,Sardine,TY00873,,,0,0,325,,1,0,1,0,1,,0
salmon foriegn 15kg,Meat\Fish,TY00874,,,0,0,555,,1,0,1,0,1,,0
OBA 5KG,Rice,TY00875,,,0,0,67,,1,0,1,0,1,,-1
Full Goat,Meat\Fish,TY00877,,kg,0,0,700,,1,0,1,0,1,,0
salmon local 20kgs brown box,Meat\Fish,TY00876,,,0,0,540,,1,0,1,0,1,,0
Fanta Cocktail 1.5l Pack,Beverages,TY00878,,,0,0,118,,1,0,1,0,1,,0
Amah Carton,Meat\Fish,TY00879,,,0,0,340,,1,0,1,0,1,,0
Vimto 300ml Pack,Beverages,TY00885,,,0,0,58,,1,0,1,0,1,,0
Fanta Cocktail 1.5l,Beverages,TY00884,5449000114518,,0,0,20,,1,0,1,0,1,,-3
unoli sunflower 900ml,Oil,TY00887,,,0,0,540,,1,0,1,0,1,,-1
lele sunflower 1litre,Oil,TY00886,,,0,0,400,,1,0,1,0,1,,-1
Abidjan Salmon Large,Meat\Fish,TY00888,,,0,0,40,,1,0,1,0,1,,-12.4
Vatkum Shitor 500ml,External,TY00890,16089,,80,0,80,,1,0,1,0,1,,0
Remie Stew 10g,Spices,TY00891,6969228800103,,0,0,1,,1,0,1,0,1,,-8
Sankofa Chicken & Beef 5g,Spices,TY00892,6036000063497,,0,0,0.8,,1,0,1,0,1,,0
Sankofa Noodles & Spaghetti,Spices,TY00893,6036000144325,,0,0,0.8,,1,0,1,0,1,,-1
A-One Tied,Spices,TY00894,,,0,0,5,,1,0,1,0,1,,0
Jago,Ketchup\Mayonnaise\Baked Beans,TY00895,8410300363613,,0,0,40,,1,0,1,0,1,,0
Unoli Soyabean 5l,Oil,TY00896,8715715030625,,0,0,205,,1,0,1,0,1,,0
Coca-Cola Zero Can,Beverages,TY00897,5449000131805,,0,0,7,,1,0,1,0,1,,0
